 MIS_RSSP_I_DF,Get_OASYS_Question_RSSP_Qry,WHERE Get_Question_Outer_qry.OASYS_SET_PK = Get_REVIEW_Qry.OASYS_SET_PK,LEFTOUTERJOIN ( Get_REVIEW_Qry ; Get_Question_Outer_qry )
 MIS_RSSP_D_DF,Get_OASYS_Question_RSSP_Qry,WHERE Get_Question_Outer_qry.OASYS_SET_PK = Get_REVIEW_Qry.OASYS_SET_PK,LEFTOUTERJOIN ( Get_REVIEW_Qry ; Get_Question_Outer_qry )
 MIS_SARA_I_DF,SARA_Get_Answer_Qry,WHERE SARA_Get_Question_Qry.OASYS_QUESTION_PK = Para_qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( SARA_Get_Question_Qry ; Para_qry )
 MIS_BCSRISKSCREENING_I_DF,Get_OASYS_Answer_BCSRISKSCREENING_Qry,WHERE Get_OASYS_Question_BCSRISKSCREENING_Qry.OASYS_QUESTION_PK = Para_qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_BCSRISKSCREENING_Qry ; Para_qry )
 MIS_SECTION1_I_DF,Get_OASYS_Answer_SECTION1_Qry,WHERE Get_OASYS_Question_SECTION1_Qry.OASYS_QUESTION_PK = Get_Answer_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION1_Qry ; Get_Answer_Qry )
 MIS_SECTION2_I_DF,Get_OASYS_Answer_SECTION2_Qry,WHERE ((Get_REF_Answer_SECTION2_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION2_Qry.OASYS_QUESTION_PK)),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION2_Qry ; Get_REF_Answer_SECTION2_Qry )
 MIS_SECTION3_I_DF,Get_OASYS_Answer_SECTION3_Qry,WHERE ((Get_REF_Answer_SECTION3_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION3_Qry.OASYS_QUESTION_PK)),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION3_Qry ; Get_REF_Answer_SECTION3_Qry )
 MIS_SECTION4_I_DF,Get_OASYS_Answer_SECTION4_Qry,WHERE ((Get_REF_Answer_SECTION4_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION4_Qry.OASYS_QUESTION_PK)),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION4_Qry ; Get_REF_Answer_SECTION4_Qry )
 MIS_SECTION5_I_DF,Get_OASYS_Answer_SECTION5_Qry,WHERE (Get_OASYS_Question_SECTION5_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION5_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION6_I_DF,Get_OASYS_Answer_SECTION6_Qry,WHERE ((Get_REF_Answer_SECTION6_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION6_Qry.OASYS_QUESTION_PK)),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION6_Qry ; Get_REF_Answer_SECTION6_Qry )
 MIS_SECTION7_I_DF,Get_OASYS_Answer_SECTION7_Qry,WHERE Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION7_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION7_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION8_I_DF,Get_OASYS_Answer_SECTION8_Qry,WHERE Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION8_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION8_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION9_I_DF,Get_OASYS_Answer_SECTION9_Qry,WHERE Get_OASYS_Question_SECTION9_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION9_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION10_I_DF,Get_OASYS_Answer_SECTION10_Qry,WHERE Get_REF_Answer_SECTION10_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION10_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION10_Qry ; Get_REF_Answer_SECTION10_Qry )
 MIS_SECTION11_I_DF,Get_OASYS_Answer_SECTION11_Qry,WHERE Get_OASYS_Question_SECTION11_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION11_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION12_I_DF,Get_OASYS_Answer_SECTION12_Qry,WHERE Get_OASYS_Question_SECTION12_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION12_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_SECTION13_I_DF,Get_Answer_SECTION13_Qry,WHERE Get_Question_SECTION13_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_Question_SECTION13_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_TR_BCS_SCREENING_I_DF,Get_OASYS_Answer_Qry,WHERE (Get_OASYS_Question_SCREENING_Qry.REF_SECTION_CODE = 'TR_RISK'and Get_OASYS_Question_SCREENING_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SCREENING_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SCREENING_Qry ; Get_REF_Answer_SCREENING_Qry )
 MIS_TR_BCS_SECTION1_I_DF,qry_rmv_blanks,WHERE CT_OFFENCE_PIVOT.OFFENCE_BLOCK_PK = Query_2.OFFENCE_BLOCK_PKandCT_OFFENCE_PIVOT.ADDITIONAL_OFFENCE_IND='N',LEFTOUTERJOIN ( Query_2 ; CT_OFFENCE_PIVOT )
 MIS_TR_BCS_SECTION1_D_DF,qry_rmv_blanks,WHERE CT_OFFENCE_PIVOT.OFFENCE_BLOCK_PK = Query_2.OFFENCE_BLOCK_PKandCT_OFFENCE_PIVOT.ADDITIONAL_OFFENCE_IND='N',LEFTOUTERJOIN ( Query_2 ; CT_OFFENCE_PIVOT )
 MIS_TR_BCS_SECTION3_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION3_Qry; Get_REF_Answer_SECTION3_QryWHERE Get_REF_Answer_SECTION3_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION3_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION3_Qry ; Get_REF_Answer_SECTION3_Qry )
 MIS_TR_BCS_SECTION4_I_DF,Get_OASYS_Answer_Qry,FROM Get_REF_Answer_SECTION4_Qry; Get_OASYS_Question_SECTION4_QryWHERE (Get_REF_Answer_SECTION4_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION4_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION4_Qry ; Get_REF_Answer_SECTION4_Qry )
 MIS_TR_BCS_SECTION5_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION5_Qry; Get_REF_Answer_SECTION5_QryWHERE Get_REF_Answer_SECTION5_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION5_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION5_Qry ; Get_REF_Answer_SECTION5_Qry )
 MIS_TR_BCS_SECTION6_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION6_Qry; Get_REF_Answer_SECTION6_QryWHERE Get_OASYS_Question_SECTION6_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION6_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION6_Qry ; Get_REF_Answer_SECTION6_Qry )
 MIS_TR_BCS_SECTION8_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION8_Qry; Get_REF_Answer_SECTION8_QryWHERE (Get_REF_Answer_SECTION8_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION8_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION8_Qry ; Get_REF_Answer_SECTION8_Qry )
 MIS_TR_BCS_SECTION11_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION11_Qry; Get_REF_Answer_SECTION11_QryWHERE (Get_OASYS_Question_SECTION11_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION11_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION11_Qry ; Get_REF_Answer_SECTION11_Qry )
 MIS_TR_BCS_SECTION12_I_DF,Get_OASYS_Answer_Qry,FROM Get_OASYS_Question_SECTION12_Qry; Get_REF_Answer_SECTION12_QryWHERE (Get_REF_Answer_SECTION12_Qry.OASYS_QUESTION_PK = Get_OASYS_Question_SECTION12_Qry.OASYS_QUESTION_PK),LEFTOUTERJOIN ( Get_OASYS_Question_SECTION12_Qry ; Get_REF_Answer_SECTION12_Qry )
 MIS_TR_BCS_RESETT_PLAN_1_DF,Qry_Part2,WHERE ((Qry.ASSESSMENT_ID = OASYS_BCS_PART.OASYS_SET_PK) AND(OASYS_BCS_PART.BCS_PART_ELM = 'PART_2')),LEFTOUTERJOIN ( Qry ; OASYS_BCS_PART )
 MIS_TR_BCS_RESETT_PLAN_2_I_DF,Get_OASYS_Answer_Qry,WHERE Get_OASYS_Question_SECTION4_Qry.OASYS_QUESTION_PK = Get_REF_Answer_SECTION4_Qry.OASYS_QUESTION_PK,LEFTOUTERJOIN ( Get_OASYS_Question_SECTION4_Qry ; Get_REF_Answer_SECTION4_Qry )
 MIS_TR_BCS_PENDING_DF,Get_OASYS_Answer_Qry,WHERE Query_6.HOST_CPA=CT_AREA_EST.CT_AREA_EST_CODE,LEFTOUTERJOIN ( Query_6 ; CT_AREA_EST )
 MIS_ROHFA_CHILDATROH_DF,Get_Child_Risk_Reg_Pivot_qry,WHERE CHILD_AT_RISK_REG_PIVOT.CHILD_AT_RISK_PIVOT_PK = Get_Child_Risk_Pivot_qry.CHILD_AT_RISK_PIVOT_PK,ORDER BY  Get_Child_Risk_Pivot_qry.OASYS_SET_PK asc;  Get_Child_Risk_Pivot_qry.DISPLAY_SORT asc,  CHILD_AT_RISK_REG_PIVOT.CHILD_AT_RISK_REG_PIVOT_PK asc LEFTOUTERJOIN ( Get_Child_Risk_Pivot_qry , CHILD_AT_RISK_REG_PIVOT )
 MIS_INTBDTTO_DF,Rename_Columns_qry,WHERE Get_Not_Disclosed_qry.USER_CODE_CREATE = OASYS_USER.OASYS_USER_CODE andGet_Not_Disclosed_qry.USER_CODE_OBSOLETED = OASYS_USER_1.OASYS_USER_CODE,LEFTOUTERJOIN ( Get_Not_Disclosed_qry ; OASYS_USER )
 MIS_PSR_OUTLINE_DF,Lookup_PSR_OUTLINE_Qry,WHERE (Mapping_PSR_OUTLINE_Qry.OASYS_SET_PK = Mig_Or_OasysR_Qry.OASYS_SET_PK),LEFTOUTERJOIN ( Mapping_PSR_OUTLINE_Qry ; Mig_Or_OasysR_Qry )
 MIS_BCSCUSTODYPLAN_DF,BCSCUSTODYPLAN_Qry,Q_BCSCUSTODYPLAN_Qry.OASYS_SET_PK_BSP IS NOT NULL),LEFTOUTERJOIN ( Q_BCSCUSTODYPLAN_Qry ; BCSCUSTODYPLAN_Reverse_Pivot )
 MIS_OBJECTIVEINPLAN_CURRENT_DF,Get_Objective_Measure_qry,WHERE (Get_ObjectiveInSet_qry.SSP_OBJECTIVES_IN_SET_PK = SSP_OBJECTIVE_MEASURE.SSP_OBJECTIVES_IN_SET_PK),LEFTOUTERJOIN ( Get_ObjectiveInSet_qry ; SSP_OBJECTIVE_MEASURE )
 MIS_SUPERVISION_PLAN_FUTURE_DF,Re_Join_2_qry,Re_Join_1_qry."2_SSP_INTERVENTION_IN_SET_PK" = Reverse_Pivot_Who_2."2_SSP_INTERVENTION_IN_SET_PK"),LEFTOUTERJOIN ( Re_Join_1_qry ; Reverse_Pivot_Who_2 )
 MIS_OBJECTIVEINPLAN_FUTURE_DF,Get_Objective_Measure_qry,WHERE (Get_ObjectiveInSet_qry.SSP_OBJECTIVES_IN_SET_PK = SSP_OBJECTIVE_MEASURE.SSP_OBJECTIVES_IN_SET_PK),LEFTOUTERJOIN ( Get_ObjectiveInSet_qry ; SSP_OBJECTIVE_MEASURE )
 MIS_SUPERVISION_PLAN_CURRENT_DF,Re_Join_2_qry,Re_Join_1_qry."2_SSP_INTERVENTION_IN_SET_PK" = Reverse_Pivot_Who_2."2_SSP_INTERVENTION_IN_SET_PK",LEFTOUTERJOIN ( Re_Join_1_qry ; Reverse_Pivot_Who_2 )
 MIS_SECT1_SENT_STG_SRC_DF,Offence_Section1_Sentence_Qry,WHERE Get_Offence_Block_Qry.OFFENCE_BLOCK_PK = ONR_OFFENCE_SENT_DETAIL_VW.OFFENCE_BLOCK_PK,LEFTOUTERJOIN ( Get_Offence_Block_Qry ; ONR_OFFENCE_SENT_DETAIL_VW )
 MIS_SECTION1_SENTENCE_DF,Offence_Reverse_Pivot_Section1_Sentence_Qry,WHERE Get_Offence_Pivot_qry.OASYS_SET_PK = Get_Main_Offence_qry.OASYS_SET_PKandGet_Offence_Pivot_qry.OFFENCE_BLOCK_PK = Get_Main_Offence_qry.OFFENCE_BLOCK_PK,LEFTOUTERJOIN ( Get_Offence_Pivot_qry ; Get_Main_Offence_qry )
 MIS_OBJECTIVEREVIEW_DF,Get_Objective_Measure_qry,FROM Get_ObjectiveInSet_qry; SSP_OBJECTIVE_MEASUREWHERE (Get_ObjectiveInSet_qry.SSP_OBJECTIVES_IN_SET_PK = SSP_OBJECTIVE_MEASURE.SSP_OBJECTIVES_IN_SET_PK),LEFTOUTERJOIN ( Get_ObjectiveInSet_qry ; SSP_OBJECTIVE_MEASURE )
 ONR_SECTION1_DF,Mapping_ASSESSMENT_SECTION1_Qry,WHERE SECTION1_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime andSECTION1_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION1_INT )
 ONR_OFFENDER_DF,Mapping_ADDRESS_ID_Qry,WHERE Mapping_OFFENDER_Qry.OFFENDER_ID = Mapping_OFFENDER_ADDRESS_Qry.OFFENDER_ID,LEFTOUTERJOIN ( Mapping_OFFENDER_Qry ; Mapping_OFFENDER_ADDRESS_Qry )
 ONR_BSSP_DF,Mapping_BSSP_Qry,WHERE BSSP_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID andBSSP_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; BSSP_INT )
 ONR_SECTION6_DF,Mapping_SECTION6_Qry,WHERE Assmnt_Trans_Qry.ASSESSMENT_ID = SECTION6_INT.ASSESSMENTGUID andSECTION6_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION6_INT )
 ONR_SAQ_DF,Mapping_SAQ_Qry,WHERE SAQ_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID andSAQ_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SAQ_INT )
 ONR_SECTION2_DF,Mapping_SECTION2_Qry,WHERE SECTION2_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime andSECTION2_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION2_INT )
 ONR_SECTION3_DF,Mapping_SECTION3_1_Qry,WHERE SECTION3_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime andSECTION3_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION3_INT )
 ONR_SECTION9_DF,Mapping_SECTION9_Qry,WHERE SECTION9_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime andSECTION9_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION9_INT )
 ONR_SECTION11_DF,Mapping_SECTION11_Qry,WHERE Assmnt_Trans_Qry.ASSESSMENT_ID = SECTION11_INT.ASSESSMENTGUID andSECTION11_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION11_INT )
 ONR_ASSESSMENT_SUMMARY_DF,Mapping_ASSESSMENT_SUMMARY_Qry,WHERE SUMMARY_INT.ASSESSMENTGUID = ONR_ASSESSMENT_TRANS.ASSESSMENT_ID andSUMMARY_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( ONR_ASSESSMENT_TRANS ; SUMMARY_INT )
 ONR_SECTION10_DF,Mapping_SECTION10_Qry,WHERE Assmnt_Trans_Qry.ASSESSMENT_ID = SECTION10_INT.ASSESSMENTGUID andSECTION10_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION10_INT )
 ONR_SECTION7_DF,Mapping_SECTION7_Qry,WHERE SECTION7_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID andSECTION7_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION7_INT )
 ONR_SECTION8_DF,Mapping_SECTION8_Qry,WHERE SECTION8_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID andSECTION8_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION8_INT )
 ONR_SECTION12_DF,Mapping_SECTION12_Qry,WHERE Assmnt_Trans_Qry.ASSESSMENT_ID = SECTION12_INT.ASSESSMENTGUID andSECTION12_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION12_INT )
 ONR_ASSESSMENT_DF,Mapping_CONTACT_PERIOD_Qry,WHERE CONTACT_PERIOD.CONTACT_PERIOD_ID = GROUP_BY_Qry.CONTACT_PERIOD_ID,LEFTOUTERJOIN ( GROUP_BY_Qry ; CONTACT_PERIOD )
 ONR_ASSESSMENT_CASEID_DF,Mapping_ASSESSMENT_CASEID_Qry,CASEID_INT.ASSESSMENT_TYPE_ELM in ('OASYS_1'; 'OASYS_2', 'LAYER_1', 'LAYER_2', 'LAYER_3'),LEFTOUTERJOIN ( CASEID_INT ; ASSESSMENT_CASEID_ADDRESS )
 ONR_SECTION4_DF,Mapping_SECTION4_Qry,WHERE SECTION4_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime ANDSECTION4_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION4_INT )
 ONR_SECTION5_DF,Mapping_SECTION5_Qry,WHERE SECTION5_INT.LASTUPD_DATE  >= $Gv_Onr_LastRun_DateTime andSECTION5_INT.ASSESSMENTGUID = Assmnt_Trans_Qry.ASSESSMENT_ID,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION5_INT )
 ONR_SECTION13_DF,Mapping_SECTION13_Qry,WHERE Assmnt_Trans_Qry.ASSESSMENT_ID = SECTION13_INT.ASSESSMENTGUID andSECTION13_INT.LASTUPD_DATE >= $Gv_Onr_LastRun_DateTime,LEFTOUTERJOIN ( Assmnt_Trans_Qry ; SECTION13_INT )
